selection_index,candidate_id,source_dataset,edit_type,instruction_original,local_caption,source_split,source_shard,source_row,source_record_id,source_group_id,scene_group_id,reference_categories,selection_tier,selection_focus
490,cb_train-00005-of-00007_0235,CompBench,remove,remove the rightmost tiger,grass and stones,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,235,fee3371f/0/00053.png,cb-src-d91c03bbdeda7de44fe0,cb-scene-fee3371f,extreme,B,extreme_or_superlative_instance
491,cb_train-00005-of-00007_0260,CompBench,replace,replace the rightmost black bear with a signpost,a signpost,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,260,316931f8/0/00055.png,cb-src-56ffb1fe7dab7fc4ba77,cb-scene-316931f8,extreme,B,extreme_or_superlative_instance
492,cb_train-00005-of-00007_0278,CompBench,replace,replace the bottommost sheep with a bench,a bench,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,278,5d2316f6/0/00013.png,cb-src-0f53275fe001e62278e2,cb-scene-5d2316f6,extreme,B,extreme_or_superlative_instance
493,cb_train-00005-of-00007_0297,CompBench,replace,replace the leftmost rabbit with a small table model,a small table model,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,297,86571569/1/00009.png,cb-src-09a5c867b98bbbc6e9da,cb-scene-86571569,extreme,B,extreme_or_superlative_instance
494,cb_train-00005-of-00007_0320,CompBench,replace,replace the leftmost sheep with a potted plant,a potted plant,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,320,98b0033d/0/00039.png,cb-src-d0788ca5a1d15e2e3fd6,cb-scene-98b0033d,extreme,B,extreme_or_superlative_instance
495,cb_train-00005-of-00007_0321,CompBench,replace,replace the leftmost white sheep with a rack,a rack,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,321,98b0033d/0/00041.png,cb-src-27f3db3e5fd84b5649ef,cb-scene-98b0033d,extreme,B,extreme_or_superlative_instance
496,cb_train-00005-of-00007_0348,CompBench,replace,replace the rightmost cat with a cup,a cup and the ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,348,c4aa176c/1/00191.png,cb-src-ac00a6fd121baae196ff,cb-scene-c4aa176c,extreme,B,extreme_or_superlative_instance
497,cb_train-00005-of-00007_0382,CompBench,replace,replace the leftmost dog with a black pot,the black pot and the ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,382,f06632aa/0/00002.png,cb-src-17f948a60f1d1309b080,cb-scene-f06632aa,extreme,B,extreme_or_superlative_instance
498,cb_train-00000-of-00007_0076,CompBench,add,"add a person on the right side of the person on the left wearing a green coat and carrying a black backpack, walking to the right",a person in green,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,76,15e9161e/0/00021.png,cb-src-3d595ba36e2882e48d5b,cb-scene-15e9161e,side,B,directional_instance
499,cb_train-00000-of-00007_0138,CompBench,add,add a yellow dog on the left side of the black dog with its head facing right,a yellow dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,138,1fc5e086/2/00045.png,cb-src-6845d0fbcb548b4dccb0,cb-scene-1fc5e086,side,B,directional_instance
500,cb_train-00000-of-00007_0163,CompBench,add,add a yellow cow on the right side of the brown cow with its back to us and head facing left,a yellow cow,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,163,2af0e766/0/00033.png,cb-src-52539c254896081bb804,cb-scene-2af0e766,side,B,directional_instance
501,cb_train-00000-of-00007_0226,CompBench,add,add a duck on the upper left of the front duck with its head towards the ground and tail towards the left,a gray duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,226,37af9ac1/0/00212.png,cb-src-abda0609e72f84db13d1,cb-scene-37af9ac1,side,B,directional_instance
502,cb_train-00000-of-00007_0236,CompBench,add,add a white-bodied blue-tailed airplane facing left on the right side of the airplane,two airplanes,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,236,3bd7facd/0/00016.png,cb-src-2ac3f767de310ee07113,cb-scene-3bd7facd,side,B,directional_instance
503,cb_train-00000-of-00007_0296,CompBench,add,add a white fish on the upper left of the red and white fish facing left down,a white fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,296,607d8ff5/3/00013.png,cb-src-cd7c665775113166aa05,cb-scene-607d8ff5,side,B,directional_instance
504,cb_train-00000-of-00007_0297,CompBench,add,add a white pigeon on the left side of the white pigeon with its head facing right,a white pigeon,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,297,60827ada/0/00075.png,cb-src-2be1ea9d852bc436d7d2,cb-scene-60827ada,side,B,directional_instance
505,cb_train-00001-of-00007_0113,CompBench,add,add a white sheep with a black eye looking to the lower right on the upper left of the sheep,a white sheep,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,113,886ed981/1/00007.png,cb-src-bd3140df1fc50788beae,cb-scene-886ed981,side,B,directional_instance
506,cb_train-00001-of-00007_0251,CompBench,add,add a fish on the lower left of the fish facing away,a black fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,251,a3f0cb28/0/00008.png,cb-src-cde4229a7f1d8eba8466,cb-scene-a3f0cb28,side,B,directional_instance
507,cb_train-00001-of-00007_0256,CompBench,add,add a plane on the lower left of the cluster that is the same as other planes,a grey plane,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,256,a6adef89/0/00005.png,cb-src-90223f1687c16d68068b,cb-scene-a6adef89,side,B,directional_instance
508,cb_train-00001-of-00007_0327,CompBench,add,add a fish on the lower left side of the fish swimming to the left,a blue fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,327,afc7664d/0/00013.png,cb-src-f69fa054e601738bcafa,cb-scene-afc7664d,side,B,directional_instance
509,cb_train-00001-of-00007_0350,CompBench,add,add a white dog eating on the left side of the dog on the right,a white dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,350,b6e2c041/1/00041.png,cb-src-ec13d3682326e366c316,cb-scene-b6e2c041,side,B,directional_instance
510,cb_train-00001-of-00007_0362,CompBench,add,"add a white dog on the right side of the black dog, with its body facing forward and head facing left",a white dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,362,ba9ea03d/0/00013.png,cb-src-8bcab8c7ce3fed28eb89,cb-scene-ba9ea03d,side,B,directional_instance
511,cb_train-00001-of-00007_0372,CompBench,add,"add a zebra on the left side of the zebra that is drinking water, with its head facing forward and walking",two zebras,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,372,c1ed21d0/0/00025.png,cb-src-fb60a6d8b4b5818ee483,cb-scene-c1ed21d0,side,B,directional_instance
512,cb_train-00001-of-00007_0386,CompBench,add,add a black cat on the right side of the cat with its back facing,a gray-black cat,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,386,c4aa176c/1/00154.png,cb-src-041dab077a70a13064a8,cb-scene-c4aa176c,side,B,directional_instance
513,cb_train-00001-of-00007_0399,CompBench,add,add a large cow facing forward on the left side of the small cow,a yellow cow,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,399,c9351029/0/00012.png,cb-src-43c8e424dcc2b6ff7a5e,cb-scene-c9351029,side,B,directional_instance
514,cb_train-00001-of-00007_0414,CompBench,add,add a grey cat on the right side of the cat with its back to the viewer and facing left,a grey cat,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,414,ced51047/0/00060.png,cb-src-2cd70fc742df7819652d,cb-scene-ced51047,side,B,directional_instance
515,cb_train-00002-of-00007_0033,CompBench,add,add a white and green clothed boy with hands slightly raised in the opposite direction to the black clothed person on the lower left,a white and green clothed boy,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,33,d0696759/1/00117.png,cb-src-2c5686ba5a05f1e74826,cb-scene-d0696759,side,B,directional_instance
516,cb_train-00002-of-00007_0063,CompBench,add,"add a small turtle on the left side of the turtle, with its back facing the turtle",a turtle,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,63,dd3f4a07/1/00034.png,cb-src-96c3fb683b51e3c4f6fe,cb-scene-dd3f4a07,side,B,directional_instance
517,cb_train-00002-of-00007_0109,CompBench,add,add a pigeon on the left that looks like the others and is sideways facing right,a grayish-black pigeon,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,109,ec27366a/2/00045.png,cb-src-df021e587119dcd5a556,cb-scene-ec27366a,side,B,directional_instance
518,cb_train-00003-of-00007_0056,CompBench,remove,remove the white duck in the middle,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,56,37af9ac1/5/00159.png,cb-src-c5d84f4f2c9da5ea2413,cb-scene-37af9ac1,middle,B,central_instance
519,cb_train-00003-of-00007_0141,CompBench,remove,remove the black rabbit in the middle,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,141,592b4dee/2/00007.png,cb-src-5dc1547b8c0b36270e13,cb-scene-592b4dee,middle,B,central_instance
520,cb_train-00004-of-00007_0169,CompBench,remove,remove the zebra in the middle,zebra and grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,169,9ed4317a/0/00067.png,cb-src-92035c717f1e1c274f9d,cb-scene-9ed4317a,middle,B,central_instance
521,cb_train-00004-of-00007_0336,CompBench,remove,remove the dog in the middle,floor and food bowl,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,336,b6e2c041/1/00033.png,cb-src-bcf0852112e70a7bc427,cb-scene-b6e2c041,middle,B,central_instance
522,cb_train-00005-of-00007_0247,CompBench,replace,replace the person on the right with a person in white,a person in white,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,247,03e5f069/1/00000.png,cb-src-a76c208d51f8ddeb45b2,cb-scene-03e5f069,side,B,directional_instance
523,cb_train-00005-of-00007_0254,CompBench,replace,replace the white horse on the right with a brown horse,a brown horse,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,254,2a2745e5/9/00009.png,cb-src-c5eab4865505f5dc0de9,cb-scene-2a2745e5,side,B,directional_instance
524,cb_train-00005-of-00007_0264,CompBench,replace,replace the white motorcycle on the left with a black motorcycle,a black motorcycle,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,264,33f9ab47/5/00000.png,cb-src-ee2c970f3876726a733c,cb-scene-33f9ab47,side,B,directional_instance
525,cb_train-00005-of-00007_0275,CompBench,replace,replace the car on the left with a faded blue car,a faded blue car,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,275,56a5643a/0/00002.png,cb-src-57beef6758a626ffd48b,cb-scene-56a5643a,side,B,directional_instance
526,cb_train-00005-of-00007_0280,CompBench,replace,replace the car on the right with a black car tail,the ground and a black car tail,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,280,677c8ed7/0/00002.png,cb-src-61aaf1eaccb3dbc8b835,cb-scene-677c8ed7,side,B,directional_instance
527,cb_train-00005-of-00007_0318,CompBench,replace,replace the car in the upper right with a black car heading to the right,a black car and the ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,318,94d3403a/0/00053.png,cb-src-a74cdd6aa7863bc3b156,cb-scene-94d3403a,side,B,directional_instance
528,cb_train-00005-of-00007_0319,CompBench,replace,replace the upper left white car with a black car,a black car,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,319,94d3403a/1/00017.png,cb-src-4c47847eb7049a9696d6,cb-scene-94d3403a,side,B,directional_instance
529,cb_train-00005-of-00007_0340,CompBench,replace,replace the orange cat in the middle with a sign,a sign,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,340,b12701b7/3/00009.png,cb-src-f29c0b4f3b4ffb4cccd0,cb-scene-b12701b7,middle,B,central_instance
530,cb_train-00005-of-00007_0368,CompBench,replace,replace the turtle in the middle with a small table,a small table,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,368,dd3f4a07/2/00013.png,cb-src-47f04d194d73aa663284,cb-scene-dd3f4a07,middle,B,central_instance
531,cb_train-00005-of-00007_0388,CompBench,replace,replace the red motorcycle on the right with a black motorcycle,a black motorcycle,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,388,fe9706b7/6/00004.png,cb-src-cc2a7b1b6457ccd067b0,cb-scene-fe9706b7,side,B,directional_instance
532,he__rOM_za-wgs,HumanEdit,remove,Remove the tallest tree in the middle of the forest.,Under the grey sky was a forest with low trees in the middle and some taller trees on either side.,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00012-of-00034-858bad23f2c47aa8.parquet,27,_rOM_za-wgs,he-src-9b4ddb76239bd0954360,he-src-9b4ddb76239bd0954360,extreme|between|middle,A,between_anchors|central_instance|extreme_or_superlative_instance
533,he_8VPSh4Wj61Q,HumanEdit,add,Add a bee in the center of the flower in the middle of the picture,"Many white flowers are clustered together, and there is a honey on the flower",train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00007-of-00034-cee93102372ec1a7.parquet,8,8VPSh4Wj61Q,he-src-14ca739b2e83792ed90f,he-src-14ca739b2e83792ed90f,between|middle,A,between_anchors|central_instance
534,he_4k8xEFW4_3Q,HumanEdit,replace,Replace the distinctive object in the picture with one that looks similar to the other objects,The table was full of red fruits,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00009-of-00034-af31fd800f9abf74.parquet,34,4k8xEFW4_3Q,he-src-a797bee73ba0b52bbd90,he-src-a797bee73ba0b52bbd90,exclusion,A,subset_by_exclusion
535,he_0jRQ-_fM0gM,HumanEdit,add,Add a white strawberry to the middle of several red strawberries.,There is a white strawberry in the middle of several red strawberries.,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00012-of-00034-858bad23f2c47aa8.parquet,60,0jRQ-_fM0gM,he-src-0bca726ae34423375a0d,he-src-0bca726ae34423375a0d,middle,B,central_instance
536,he_3tvnHnUXjDU,HumanEdit,replace,Replace the three yellow flowers in the middle with three white flowers.,There are three white flowers among the dark green leaves.,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00029-of-00034-d4529d3619a2a30d.parquet,67,3tvnHnUXjDU,he-src-38e7df0b5d27e285ad16,he-src-38e7df0b5d27e285ad16,middle,B,central_instance
537,he_1gNoIlON3B0,HumanEdit,remove,Remove the two tallest buildings,There is a city under the sky,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00003-of-00034-9b77bb1da8f3e008.parquet,125,1gNoIlON3B0,he-src-f3ad8941abb5751c362e,he-src-f3ad8941abb5751c362e,extreme,B,extreme_or_superlative_instance
538,he_8VmiMhameng,HumanEdit,remove,Remove all the people behind the man in the center of the picture,"A man stands on the playground, wearing a red short-sleeved shirt and a red hat, raising his hands above his head",train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00007-of-00034-cee93102372ec1a7.parquet,4,8VmiMhameng,he-src-ab277440aeb2107734a0,he-src-ab277440aeb2107734a0,middle|relative,A,central_instance|relative_to_neighbor
539,he_-3Mbr-3-e2s,HumanEdit,replace,Replace the black hat of the big doll in the middle with a Santa hat,"Many dolls are placed on the table, the doll in the middle is wearing a red hat",train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00005-of-00034-ba219ad346ef60ce.parquet,101,-3Mbr-3-e2s,he-src-19d8184132b762636174,he-src-19d8184132b762636174,middle,B,central_instance
540,he_3NQAnprYLaY,HumanEdit,replace,Replace the snowflake pattern on the second block from the left with the letter Y.,"On the table were four wooden blocks inscribed with letters, N,Y,E,L from left to right.",train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00029-of-00034-d4529d3619a2a30d.parquet,68,3NQAnprYLaY,he-src-fe9bf00dff27d631d0fd,he-src-fe9bf00dff27d631d0fd,ordinal,A,ordinal_instance
541,he_000000001319,HumanEdit,add,Add a white cat next to the gray cat.,"A white cat stand besides two cats, watching TV",train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00033-of-00034-8404b6591ad0d14c.parquet,147,000000001319,he-src-1ab8bd0ac85be6d4d6da,he-src-1ab8bd0ac85be6d4d6da,relative,B,relative_to_neighbor
542,he_1JAQWxLsFm4,HumanEdit,remove,Remove the little boy next to the little girl.,A little girl sitting on the lawn wearing a white dress and gray pants,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00004-of-00034-7fffbdc560482a31.parquet,4,1JAQWxLsFm4,he-src-c49725c774c9d5800b61,he-src-c49725c774c9d5800b61,relative,B,relative_to_neighbor
543,he_7XHbr-V62IM,HumanEdit,remove,Remove the person farthest from the basket in the frame,Someone is playing under the basketball hoop,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00010-of-00034-620a6743355afecb.parquet,52,7XHbr-V62IM,he-src-e04d5486eea46115b2b2,he-src-e04d5486eea46115b2b2,extreme,B,extreme_or_superlative_instance
544,he__snqARKTgoc,HumanEdit,remove,Remove the small bear behind the adult brown bear.,A young bear was followed by an adult brown bear on a mountain.,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/HumanEdit/data/train-00012-of-00034-858bad23f2c47aa8.parquet,30,_snqARKTgoc,he-src-733dfb6c508dd06e9979,he-src-733dfb6c508dd06e9979,relative,B,relative_to_neighbor
